Name,File Name,Size,File
notification disabled 60 symbolic,notification-disabled-60-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/notification-disabled-60-symbolic.svg
notification disabled 70 symbolic,notification-disabled-70-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/notification-disabled-70-symbolic.svg
notification disabled 80 symbolic,notification-disabled-80-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/notification-disabled-80-symbolic.svg
notification disabled 90 symbolic,notification-disabled-90-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/notification-disabled-90-symbolic.svg
notification disabled symbolic,notification-disabled-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/notification-disabled-symbolic.svg
notification new 10 symbolic,notification-new-10-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/notification-new-10-symbolic.svg
notification new 20 symbolic,notification-new-20-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/notification-new-20-symbolic.svg
notification new 30 symbolic,notification-new-30-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/notification-new-30-symbolic.svg
notification new 40 symbolic,notification-new-40-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/notification-new-40-symbolic.svg
notification new 50 symbolic,notification-new-50-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/notification-new-50-symbolic.svg
notification new 60 symbolic,notification-new-60-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/notification-new-60-symbolic.svg
notification new 70 symbolic,notification-new-70-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/notification-new-70-symbolic.svg
notification new 80 symbolic,notification-new-80-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/notification-new-80-symbolic.svg
notification new 90 symbolic,notification-new-90-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/notification-new-90-symbolic.svg
notification new symbolic,notification-new-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/notification-new-symbolic.svg
notification symbolic,notification-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/notification-symbolic.svg
object flip horizontal,object-flip-horizontal.svg,24,https://wentin.github.io/elementary-icons/svg/24/object-flip-horizontal.svg
object flip vertical,object-flip-vertical.svg,24,https://wentin.github.io/elementary-icons/svg/24/object-flip-vertical.svg
object group,object-group.svg,24,https://wentin.github.io/elementary-icons/svg/24/object-group.svg
object inverse,object-inverse.svg,24,https://wentin.github.io/elementary-icons/svg/24/object-inverse.svg
object merge,object-merge.svg,24,https://wentin.github.io/elementary-icons/svg/24/object-merge.svg
object rotate left,object-rotate-left.svg,24,https://wentin.github.io/elementary-icons/svg/24/object-rotate-left.svg
object rotate right,object-rotate-right.svg,24,https://wentin.github.io/elementary-icons/svg/24/object-rotate-right.svg
object straighten,object-straighten.svg,24,https://wentin.github.io/elementary-icons/svg/24/object-straighten.svg
object ungroup,object-ungroup.svg,24,https://wentin.github.io/elementary-icons/svg/24/object-ungroup.svg
office address book,office-address-book.svg,24,https://wentin.github.io/elementary-icons/svg/24/office-address-book.svg
office calendar symbolic,office-calendar-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/office-calendar-symbolic.svg
office calendar,office-calendar.svg,24,https://wentin.github.io/elementary-icons/svg/24/office-calendar.svg
office contact,office-contact.svg,24,https://wentin.github.io/elementary-icons/svg/24/office-contact.svg
office database new,office-database-new.svg,24,https://wentin.github.io/elementary-icons/svg/24/office-database-new.svg
office database,office-database.svg,24,https://wentin.github.io/elementary-icons/svg/24/office-database.svg
office document rtl,office-document-rtl.svg,24,https://wentin.github.io/elementary-icons/svg/24/office-document-rtl.svg
office document,office-document.svg,24,https://wentin.github.io/elementary-icons/svg/24/office-document.svg
office illustration,office-illustration.svg,24,https://wentin.github.io/elementary-icons/svg/24/office-illustration.svg
office spreadsheet,office-spreadsheet.svg,24,https://wentin.github.io/elementary-icons/svg/24/office-spreadsheet.svg
open menu symbolic,open-menu-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/open-menu-symbolic.svg
open menu,open-menu.svg,24,https://wentin.github.io/elementary-icons/svg/24/open-menu.svg
org gnome ArchiveManager,org.gnome.ArchiveManager.svg,24,https://wentin.github.io/elementary-icons/svg/24/org.gnome.ArchiveManager.svg
org gnome Epiphany,org.gnome.Epiphany.svg,24,https://wentin.github.io/elementary-icons/svg/24/org.gnome.Epiphany.svg
org gnome Evince,org.gnome.Evince.svg,24,https://wentin.github.io/elementary-icons/svg/24/org.gnome.Evince.svg
org gnome font viewer,org.gnome.font-viewer.svg,24,https://wentin.github.io/elementary-icons/svg/24/org.gnome.font-viewer.svg
package x generic,package-x-generic.svg,24,https://wentin.github.io/elementary-icons/svg/24/package-x-generic.svg
package,package.svg,24,https://wentin.github.io/elementary-icons/svg/24/package.svg
pane hide symbolic rtl,pane-hide-symbolic-rtl.svg,24,https://wentin.github.io/elementary-icons/svg/24/pane-hide-symbolic-rtl.svg
pane hide symbolic,pane-hide-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/pane-hide-symbolic.svg
pane show symbolic rtl,pane-show-symbolic-rtl.svg,24,https://wentin.github.io/elementary-icons/svg/24/pane-show-symbolic-rtl.svg
pane show symbolic,pane-show-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/pane-show-symbolic.svg
path break apart,path-break-apart.svg,24,https://wentin.github.io/elementary-icons/svg/24/path-break-apart.svg
path combine,path-combine.svg,24,https://wentin.github.io/elementary-icons/svg/24/path-combine.svg
path difference,path-difference.svg,24,https://wentin.github.io/elementary-icons/svg/24/path-difference.svg
path division,path-division.svg,24,https://wentin.github.io/elementary-icons/svg/24/path-division.svg
path exclusion,path-exclusion.svg,24,https://wentin.github.io/elementary-icons/svg/24/path-exclusion.svg
path intersection,path-intersection.svg,24,https://wentin.github.io/elementary-icons/svg/24/path-intersection.svg
path union,path-union.svg,24,https://wentin.github.io/elementary-icons/svg/24/path-union.svg
payment card amex,payment-card-amex.svg,24,https://wentin.github.io/elementary-icons/svg/24/payment-card-amex.svg
payment card diners club,payment-card-diners-club.svg,24,https://wentin.github.io/elementary-icons/svg/24/payment-card-diners-club.svg
payment card discover,payment-card-discover.svg,24,https://wentin.github.io/elementary-icons/svg/24/payment-card-discover.svg
payment card jcb,payment-card-jcb.svg,24,https://wentin.github.io/elementary-icons/svg/24/payment-card-jcb.svg
payment card mastercard,payment-card-mastercard.svg,24,https://wentin.github.io/elementary-icons/svg/24/payment-card-mastercard.svg
payment card unionpay,payment-card-unionpay.svg,24,https://wentin.github.io/elementary-icons/svg/24/payment-card-unionpay.svg
payment card visa,payment-card-visa.svg,24,https://wentin.github.io/elementary-icons/svg/24/payment-card-visa.svg
payment card,payment-card.svg,24,https://wentin.github.io/elementary-icons/svg/24/payment-card.svg
pencil,pencil.svg,24,https://wentin.github.io/elementary-icons/svg/24/pencil.svg
phone,phone.svg,24,https://wentin.github.io/elementary-icons/svg/24/phone.svg
plus,plus.svg,24,https://wentin.github.io/elementary-icons/svg/24/plus.svg
pointer,pointer.svg,24,https://wentin.github.io/elementary-icons/svg/24/pointer.svg
postscript viewer,postscript-viewer.svg,24,https://wentin.github.io/elementary-icons/svg/24/postscript-viewer.svg
preferences bluetooth,preferences-bluetooth.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-bluetooth.svg
preferences desktop accessibility pointing,preferences-desktop-accessibility-pointing.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-desktop-accessibility-pointing.svg
preferences desktop accessibility symbolic,preferences-desktop-accessibility-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-desktop-accessibility-symbolic.svg
preferences desktop accessibility,preferences-desktop-accessibility.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-desktop-accessibility.svg
preferences desktop display,preferences-desktop-display.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-desktop-display.svg
preferences desktop font,preferences-desktop-font.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-desktop-font.svg
preferences desktop keyboard,preferences-desktop-keyboard.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-desktop-keyboard.svg
preferences desktop locale symbolic,preferences-desktop-locale-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-desktop-locale-symbolic.svg
preferences desktop locale,preferences-desktop-locale.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-desktop-locale.svg
preferences desktop online accounts,preferences-desktop-online-accounts.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-desktop-online-accounts.svg
preferences desktop peripherals,preferences-desktop-peripherals.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-desktop-peripherals.svg
preferences desktop sound,preferences-desktop-sound.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-desktop-sound.svg
preferences desktop wallpaper,preferences-desktop-wallpaper.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-desktop-wallpaper.svg
preferences desktop workspaces,preferences-desktop-workspaces.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-desktop-workspaces.svg
preferences desktop,preferences-desktop.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-desktop.svg
preferences system network,preferences-system-network.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-system-network.svg
preferences system notifications rtl,preferences-system-notifications-rtl.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-system-notifications-rtl.svg
preferences system notifications,preferences-system-notifications.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-system-notifications.svg
preferences system parental controls,preferences-system-parental-controls.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-system-parental-controls.svg
preferences system power,preferences-system-power.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-system-power.svg
preferences system privacy,preferences-system-privacy.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-system-privacy.svg
preferences system sharing,preferences-system-sharing.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-system-sharing.svg
preferences system time,preferences-system-time.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-system-time.svg
preferences system,preferences-system.svg,24,https://wentin.github.io/elementary-icons/svg/24/preferences-system.svg
printer printing symbolic,printer-printing-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/printer-printing-symbolic.svg
printer,printer.svg,24,https://wentin.github.io/elementary-icons/svg/24/printer.svg
process completed,process-completed.svg,24,https://wentin.github.io/elementary-icons/svg/24/process-completed.svg
process stop symbolic,process-stop-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/process-stop-symbolic.svg
process stop,process-stop.svg,24,https://wentin.github.io/elementary-icons/svg/24/process-stop.svg
process working symbolic,process-working-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/process-working-symbolic.svg
right_ptr,right_ptr.svg,24,https://wentin.github.io/elementary-icons/svg/24/right_ptr.svg
right_tee,right_tee.svg,24,https://wentin.github.io/elementary-icons/svg/24/right_tee.svg
sb_down_arrow,sb_down_arrow.svg,24,https://wentin.github.io/elementary-icons/svg/24/sb_down_arrow.svg
sb_h_double_arrow,sb_h_double_arrow.svg,24,https://wentin.github.io/elementary-icons/svg/24/sb_h_double_arrow.svg
sb_left_arrow,sb_left_arrow.svg,24,https://wentin.github.io/elementary-icons/svg/24/sb_left_arrow.svg
sb_right_arrow,sb_right_arrow.svg,24,https://wentin.github.io/elementary-icons/svg/24/sb_right_arrow.svg
sb_up_arrow,sb_up_arrow.svg,24,https://wentin.github.io/elementary-icons/svg/24/sb_up_arrow.svg
sb_v_double_arrow,sb_v_double_arrow.svg,24,https://wentin.github.io/elementary-icons/svg/24/sb_v_double_arrow.svg
scanner,scanner.svg,24,https://wentin.github.io/elementary-icons/svg/24/scanner.svg
security high,security-high.svg,24,https://wentin.github.io/elementary-icons/svg/24/security-high.svg
security low,security-low.svg,24,https://wentin.github.io/elementary-icons/svg/24/security-low.svg
security medium,security-medium.svg,24,https://wentin.github.io/elementary-icons/svg/24/security-medium.svg
selection add,selection-add.svg,24,https://wentin.github.io/elementary-icons/svg/24/selection-add.svg
selection bottom,selection-bottom.svg,24,https://wentin.github.io/elementary-icons/svg/24/selection-bottom.svg
selection checked,selection-checked.svg,24,https://wentin.github.io/elementary-icons/svg/24/selection-checked.svg
selection lower,selection-lower.svg,24,https://wentin.github.io/elementary-icons/svg/24/selection-lower.svg
selection raise,selection-raise.svg,24,https://wentin.github.io/elementary-icons/svg/24/selection-raise.svg
selection remove,selection-remove.svg,24,https://wentin.github.io/elementary-icons/svg/24/selection-remove.svg
selection top,selection-top.svg,24,https://wentin.github.io/elementary-icons/svg/24/selection-top.svg
send to symbolic,send-to-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/send-to-symbolic.svg
send to,send-to.svg,24,https://wentin.github.io/elementary-icons/svg/24/send-to.svg
shellscript,shellscript.svg,24,https://wentin.github.io/elementary-icons/svg/24/shellscript.svg
software update available,software-update-available.svg,24,https://wentin.github.io/elementary-icons/svg/24/software-update-available.svg
software update urgent,software-update-urgent.svg,24,https://wentin.github.io/elementary-icons/svg/24/software-update-urgent.svg
sync synchronizing,sync-synchronizing.svg,24,https://wentin.github.io/elementary-icons/svg/24/sync-synchronizing.svg
system file manager,system-file-manager.svg,24,https://wentin.github.io/elementary-icons/svg/24/system-file-manager.svg
system help,system-help.svg,24,https://wentin.github.io/elementary-icons/svg/24/system-help.svg
system os install,system-os-install.svg,24,https://wentin.github.io/elementary-icons/svg/24/system-os-install.svg
system os installer,system-os-installer.svg,24,https://wentin.github.io/elementary-icons/svg/24/system-os-installer.svg
system restart,system-restart.svg,24,https://wentin.github.io/elementary-icons/svg/24/system-restart.svg
system run,system-run.svg,24,https://wentin.github.io/elementary-icons/svg/24/system-run.svg
system search symbolic,system-search-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/system-search-symbolic.svg
system search,system-search.svg,24,https://wentin.github.io/elementary-icons/svg/24/system-search.svg
system shutdown symbolic,system-shutdown-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/system-shutdown-symbolic.svg
system software install,system-software-install.svg,24,https://wentin.github.io/elementary-icons/svg/24/system-software-install.svg
system software update,system-software-update.svg,24,https://wentin.github.io/elementary-icons/svg/24/system-software-update.svg
system users,system-users.svg,24,https://wentin.github.io/elementary-icons/svg/24/system-users.svg
system,system.svg,24,https://wentin.github.io/elementary-icons/svg/24/system.svg
tag new,tag-new.svg,24,https://wentin.github.io/elementary-icons/svg/24/tag-new.svg
tag,tag.svg,24,https://wentin.github.io/elementary-icons/svg/24/tag.svg
tcross,tcross.svg,24,https://wentin.github.io/elementary-icons/svg/24/tcross.svg
text calendar,text-calendar.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-calendar.svg
text css,text-css.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-css.svg
text csv,text-csv.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-csv.svg
text directory,text-directory.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-directory.svg
text enriched rtl,text-enriched-rtl.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-enriched-rtl.svg
text enriched,text-enriched.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-enriched.svg
text html,text-html.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-html.svg
text htmlh,text-htmlh.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-htmlh.svg
text markdown,text-markdown.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-markdown.svg
text plain rtl,text-plain-rtl.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-plain-rtl.svg
text plain,text-plain.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-plain.svg
text richtext rtl,text-richtext-rtl.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-richtext-rtl.svg
text richtext,text-richtext.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-richtext.svg
text rtl,text-rtl.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-rtl.svg
text spreadsheet,text-spreadsheet.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-spreadsheet.svg
text x bibtex,text-x-bibtex.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-bibtex.svg
text x c  ,text-x-c++.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-c++.svg
text x c  src,text-x-c++src.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-c++src.svg
text x changelog,text-x-changelog.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-changelog.svg
text x chdr,text-x-chdr.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-chdr.svg
text x cmake,text-x-cmake.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-cmake.svg
text x copying,text-x-copying.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-copying.svg
text x csharp,text-x-csharp.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-csharp.svg
text x csrc,text-x-csrc.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-csrc.svg
text x generic rtl,text-x-generic-rtl.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-generic-rtl.svg
text x generic template rtl,text-x-generic-template-rtl.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-generic-template-rtl.svg
text x generic template,text-x-generic-template.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-generic-template.svg
text x generic,text-x-generic.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-generic.svg
text x gettext translation template,text-x-gettext-translation-template.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-gettext-translation-template.svg
text x gettext translation,text-x-gettext-translation.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-gettext-translation.svg
text x go,text-x-go.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-go.svg
text x install,text-x-install.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-install.svg
text x java source,text-x-java-source.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-java-source.svg
text x java,text-x-java.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-java.svg
text x makefile,text-x-makefile.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-makefile.svg
text x meson,text-x-meson.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-meson.svg
text x patch,text-x-patch.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-patch.svg
text x preview,text-x-preview.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-preview.svg
text x python,text-x-python.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-python.svg
text x python3,text-x-python3.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-python3.svg
text x readme,text-x-readme.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-readme.svg
text x sass,text-x-sass.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-sass.svg
text x script,text-x-script.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-script.svg
text x scss,text-x-scss.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-scss.svg
text x source,text-x-source.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-source.svg
text x sql,text-x-sql.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-sql.svg
text x ssa,text-x-ssa.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-ssa.svg
text x tex,text-x-tex.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-tex.svg
text x vala,text-x-vala.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-x-vala.svg
text xml,text-xml.svg,24,https://wentin.github.io/elementary-icons/svg/24/text-xml.svg
text,text.svg,24,https://wentin.github.io/elementary-icons/svg/24/text.svg
tool measure,tool-measure.svg,24,https://wentin.github.io/elementary-icons/svg/24/tool-measure.svg
tool node editor,tool-node-editor.svg,24,https://wentin.github.io/elementary-icons/svg/24/tool-node-editor.svg
tool pointer,tool-pointer.svg,24,https://wentin.github.io/elementary-icons/svg/24/tool-pointer.svg
tool spray,tool-spray.svg,24,https://wentin.github.io/elementary-icons/svg/24/tool-spray.svg
top_tee,top_tee.svg,24,https://wentin.github.io/elementary-icons/svg/24/top_tee.svg
ul_angle,ul_angle.svg,24,https://wentin.github.io/elementary-icons/svg/24/ul_angle.svg
unknown,unknown.svg,24,https://wentin.github.io/elementary-icons/svg/24/unknown.svg
ur_angle,ur_angle.svg,24,https://wentin.github.io/elementary-icons/svg/24/ur_angle.svg
user available,user-available.svg,24,https://wentin.github.io/elementary-icons/svg/24/user-available.svg
user away,user-away.svg,24,https://wentin.github.io/elementary-icons/svg/24/user-away.svg
user bookmarks,user-bookmarks.svg,24,https://wentin.github.io/elementary-icons/svg/24/user-bookmarks.svg
user busy,user-busy.svg,24,https://wentin.github.io/elementary-icons/svg/24/user-busy.svg
user desktop open,user-desktop-open.svg,24,https://wentin.github.io/elementary-icons/svg/24/user-desktop-open.svg
user desktop,user-desktop.svg,24,https://wentin.github.io/elementary-icons/svg/24/user-desktop.svg
user home,user-home.svg,24,https://wentin.github.io/elementary-icons/svg/24/user-home.svg
user offline,user-offline.svg,24,https://wentin.github.io/elementary-icons/svg/24/user-offline.svg
user trash full,user-trash-full.svg,24,https://wentin.github.io/elementary-icons/svg/24/user-trash-full.svg
user trash,user-trash.svg,24,https://wentin.github.io/elementary-icons/svg/24/user-trash.svg
utilities terminal,utilities-terminal.svg,24,https://wentin.github.io/elementary-icons/svg/24/utilities-terminal.svg
vcalendar,vcalendar.svg,24,https://wentin.github.io/elementary-icons/svg/24/vcalendar.svg
vcard,vcard.svg,24,https://wentin.github.io/elementary-icons/svg/24/vcard.svg
vertical text,vertical-text.svg,24,https://wentin.github.io/elementary-icons/svg/24/vertical-text.svg
video display tv,video-display-tv.svg,24,https://wentin.github.io/elementary-icons/svg/24/video-display-tv.svg
video display,video-display.svg,24,https://wentin.github.io/elementary-icons/svg/24/video-display.svg
video x generic,video-x-generic.svg,24,https://wentin.github.io/elementary-icons/svg/24/video-x-generic.svg
view reader,view-reader.svg,24,https://wentin.github.io/elementary-icons/svg/24/view-reader.svg
view refresh symbolic,view-refresh-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/view-refresh-symbolic.svg
view refresh,view-refresh.svg,24,https://wentin.github.io/elementary-icons/svg/24/view-refresh.svg
watch_0001,watch_0001.svg,24,https://wentin.github.io/elementary-icons/svg/24/watch_0001.svg
watch_0002,watch_0002.svg,24,https://wentin.github.io/elementary-icons/svg/24/watch_0002.svg
watch_0003,watch_0003.svg,24,https://wentin.github.io/elementary-icons/svg/24/watch_0003.svg
watch_0004,watch_0004.svg,24,https://wentin.github.io/elementary-icons/svg/24/watch_0004.svg
watch_0005,watch_0005.svg,24,https://wentin.github.io/elementary-icons/svg/24/watch_0005.svg
watch_0006,watch_0006.svg,24,https://wentin.github.io/elementary-icons/svg/24/watch_0006.svg
watch_0007,watch_0007.svg,24,https://wentin.github.io/elementary-icons/svg/24/watch_0007.svg
watch_0008,watch_0008.svg,24,https://wentin.github.io/elementary-icons/svg/24/watch_0008.svg
watch_0009,watch_0009.svg,24,https://wentin.github.io/elementary-icons/svg/24/watch_0009.svg
watch_0010,watch_0010.svg,24,https://wentin.github.io/elementary-icons/svg/24/watch_0010.svg
watch_0011,watch_0011.svg,24,https://wentin.github.io/elementary-icons/svg/24/watch_0011.svg
watch_0012,watch_0012.svg,24,https://wentin.github.io/elementary-icons/svg/24/watch_0012.svg
watch_0013,watch_0013.svg,24,https://wentin.github.io/elementary-icons/svg/24/watch_0013.svg
watch_0014,watch_0014.svg,24,https://wentin.github.io/elementary-icons/svg/24/watch_0014.svg
watch_0015,watch_0015.svg,24,https://wentin.github.io/elementary-icons/svg/24/watch_0015.svg
watch_0016,watch_0016.svg,24,https://wentin.github.io/elementary-icons/svg/24/watch_0016.svg
window close symbolic,window-close-symbolic.svg,24,https://wentin.github.io/elementary-icons/svg/24/window-close-symbolic.svg
window close,window-close.svg,24,https://wentin.github.io/elementary-icons/svg/24/window-close.svg
window new,window-new.svg,24,https://wentin.github.io/elementary-icons/svg/24/window-new.svg
wordprocessing rtl,wordprocessing-rtl.svg,24,https://wentin.github.io/elementary-icons/svg/24/wordprocessing-rtl.svg
www,www.svg,24,https://wentin.github.io/elementary-icons/svg/24/www.svg
X_cursor,X_cursor.svg,24,https://wentin.github.io/elementary-icons/svg/24/X_cursor.svg
x office address book,x-office-address-book.svg,24,https://wentin.github.io/elementary-icons/svg/24/x-office-address-book.svg
x office calendar,x-office-calendar.svg,24,https://wentin.github.io/elementary-icons/svg/24/x-office-calendar.svg
x office document rtl,x-office-document-rtl.svg,24,https://wentin.github.io/elementary-icons/svg/24/x-office-document-rtl.svg
x office document template rtl,x-office-document-template-rtl.svg,24,https://wentin.github.io/elementary-icons/svg/24/x-office-document-template-rtl.svg
x office document template,x-office-document-template.svg,24,https://wentin.github.io/elementary-icons/svg/24/x-office-document-template.svg
x office document,x-office-document.svg,24,https://wentin.github.io/elementary-icons/svg/24/x-office-document.svg
x office drawing template,x-office-drawing-template.svg,24,https://wentin.github.io/elementary-icons/svg/24/x-office-drawing-template.svg
x office drawing,x-office-drawing.svg,24,https://wentin.github.io/elementary-icons/svg/24/x-office-drawing.svg
x office presentation rtl,x-office-presentation-rtl.svg,24,https://wentin.github.io/elementary-icons/svg/24/x-office-presentation-rtl.svg
x office presentation template rtl,x-office-presentation-template-rtl.svg,24,https://wentin.github.io/elementary-icons/svg/24/x-office-presentation-template-rtl.svg
x office presentation template,x-office-presentation-template.svg,24,https://wentin.github.io/elementary-icons/svg/24/x-office-presentation-template.svg
x office presentation,x-office-presentation.svg,24,https://wentin.github.io/elementary-icons/svg/24/x-office-presentation.svg
x office spreadsheet template,x-office-spreadsheet-template.svg,24,https://wentin.github.io/elementary-icons/svg/24/x-office-spreadsheet-template.svg
x office spreadsheet,x-office-spreadsheet.svg,24,https://wentin.github.io/elementary-icons/svg/24/x-office-spreadsheet.svg
zoom fit best,zoom-fit-best.svg,24,https://wentin.github.io/elementary-icons/svg/24/zoom-fit-best.svg
zoom in,zoom-in.svg,24,https://wentin.github.io/elementary-icons/svg/24/zoom-in.svg
zoom original,zoom-original.svg,24,https://wentin.github.io/elementary-icons/svg/24/zoom-original.svg
zoom out,zoom-out.svg,24,https://wentin.github.io/elementary-icons/svg/24/zoom-out.svg
accessories calculator,accessories-calculator.svg,32,https://wentin.github.io/elementary-icons/svg/32/accessories-calculator.svg
accessories camera,accessories-camera.svg,32,https://wentin.github.io/elementary-icons/svg/32/accessories-camera.svg
accessories character map,accessories-character-map.svg,32,https://wentin.github.io/elementary-icons/svg/32/accessories-character-map.svg
accessories text editor,accessories-text-editor.svg,32,https://wentin.github.io/elementary-icons/svg/32/accessories-text-editor.svg
address book new,address-book-new.svg,32,https://wentin.github.io/elementary-icons/svg/32/address-book-new.svg
application atom xml,application-atom+xml.svg,32,https://wentin.github.io/elementary-icons/svg/32/application-atom+xml.svg
application certificate,application-certificate.svg,32,https://wentin.github.io/elementary-icons/svg/32/application-certificate.svg
application default icon,application-default-icon.svg,32,https://wentin.github.io/elementary-icons/svg/32/application-default-icon.svg
application epub zip,application-epub+zip.svg,32,https://wentin.github.io/elementary-icons/svg/32/application-epub+zip.svg
application illustrator,application-illustrator.svg,32,https://wentin.github.io/elementary-icons/svg/32/application-illustrator.svg
application javascript,application-javascript.svg,32,https://wentin.github.io/elementary-icons/svg/32/application-javascript.svg
application json,application-json.svg,32,https://wentin.github.io/elementary-icons/svg/32/application-json.svg
application msword,application-msword.svg,32,https://wentin.github.io/elementary-icons/svg/32/application-msword.svg
application octet stream,application-octet-stream.svg,32,https://wentin.github.io/elementary-icons/svg/32/application-octet-stream.svg
